Place ID,餐廳名稱,地址,Google 地圖網址,高腳椅屬性,佐證/說明,現有資料庫名稱,現有資料庫地址,目前兒童椅屬性,建議兒童椅屬性,目前兒童餐具屬性,目前兒童餐屬性,現有親子分級
ChIJFe7qqgCrQjQRzlALrqyVN24,鴨覓 烤鴨餐廳 - 信義南山店,110台灣臺北市信義區西村里松智路17號B1,https://www.google.com/maps/search/?api=1&query=%E9%B4%A8%E8%A6%93%20%E7%83%A4%E9%B4%A8%E9%A4%90%E5%BB%B3%20-%20%E4%BF%A1%E7%BE%A9%E5%8D%97%E5%B1%B1%E5%BA%97&query_place_id=ChIJFe7qqgCrQjQRzlALrqyVN24,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,鴨覓 烤鴨餐廳 - 信義南山店,110台灣臺北市信義區西村里松智路17號B1,unknown,yes,unknown,no,高
ChIJFefrWyqvQjQRh4kPxEG1nRQ,小菠蘿3號店-複合式早午餐,111台灣臺北市士林區百齡里華齡街70號,https://www.google.com/maps/search/?api=1&query=%E5%B0%8F%E8%8F%A0%E8%98%BF3%E8%99%9F%E5%BA%97-%E8%A4%87%E5%90%88%E5%BC%8F%E6%97%A9%E5%8D%88%E9%A4%90&query_place_id=ChIJFefrWyqvQjQRh4kPxEG1nRQ,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,小菠蘿3號店-複合式早午餐,111台灣臺北市士林區百齡里華齡街70號,unknown,yes,unknown,unknown,資訊不足
ChIJFekkptgBaDQRNxL7DbKmF8E,-焱鬼鍋燒專門店-文山三番店 木柵美食 木柵餐廳 木柵小吃 木柵restaurant 動物園美食 政大美食,116台灣臺北市文山區木新路二段252號,https://www.google.com/maps/search/?api=1&query=-%E7%84%B1%E9%AC%BC%E9%8D%8B%E7%87%92%E5%B0%88%E9%96%80%E5%BA%97-%E6%96%87%E5%B1%B1%E4%B8%89%E7%95%AA%E5%BA%97%20%E6%9C%A8%E6%9F%B5%E7%BE%8E%E9%A3%9F%20%E6%9C%A8%E6%9F%B5%E9%A4%90%E5%BB%B3%20%E6%9C%A8%E6%9F%B5%E5%B0%8F%E5%90%83%20%E6%9C%A8%E6%9F%B5restaurant%20%E5%8B%95%E7%89%A9%E5%9C%92%E7%BE%8E%E9%A3%9F%20%E6%94%BF%E5%A4%A7%E7%BE%8E%E9%A3%9F&query_place_id=ChIJFekkptgBaDQRNxL7DbKmF8E,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,-焱鬼鍋燒專門店-文山三番店 木柵美食 木柵餐廳 木柵小吃 木柵restaurant 動物園美食 政大美食,116台灣臺北市文山區木新路二段252號,unknown,yes,unknown,unknown,資訊不足
ChIJG1cduBerQjQRm_ttQ09Tn6U,Kitkit創意川食（東豐店),106台灣臺北市大安區德安里東豐街51號號1樓,https://www.google.com/maps/search/?api=1&query=Kitkit%E5%89%B5%E6%84%8F%E5%B7%9D%E9%A3%9F%EF%BC%88%E6%9D%B1%E8%B1%90%E5%BA%97)&query_place_id=ChIJG1cduBerQjQRm_ttQ09Tn6U,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,Kitkit創意川食（東豐店),106台灣臺北市大安區德安里東豐街51號號1樓,unknown,yes,unknown,no,高
ChIJG1dfpJ6rQjQR380hhnhku44,瓦城泰國料理 - 松山車站店,110台灣臺北市信義區永吉里松山路11號2 樓,https://www.google.com/maps/search/?api=1&query=%E7%93%A6%E5%9F%8E%E6%B3%B0%E5%9C%8B%E6%96%99%E7%90%86%20-%20%E6%9D%BE%E5%B1%B1%E8%BB%8A%E7%AB%99%E5%BA%97&query_place_id=ChIJG1dfpJ6rQjQR380hhnhku44,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,瓦城泰國料理 - 松山車站店,110台灣臺北市信義區永吉里松山路11號2 樓,unknown,yes,unknown,no,高
ChIJG5s_KO6pQjQRBlrh8GPJHP8,日式居酒館 ABV Bar & Kitchen 台北中山店,104台灣臺北市中山區中山北路二段39巷16之2號,https://www.google.com/maps/search/?api=1&query=%E6%97%A5%E5%BC%8F%E5%B1%85%E9%85%92%E9%A4%A8%20ABV%20Bar%20%26%20Kitchen%20%E5%8F%B0%E5%8C%97%E4%B8%AD%E5%B1%B1%E5%BA%97&query_place_id=ChIJG5s_KO6pQjQRBlrh8GPJHP8,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,日式居酒館 ABV Bar & Kitchen 台北中山店,104台灣臺北市中山區中山北路二段39巷16之2號,unknown,yes,unknown,unknown,資訊不足
ChIJG65ZZISpQjQR7BMW90XtB14,Bea's Bistro 美式餐館,106台灣臺北市大安區錦安里潮州街133號,https://www.google.com/maps/search/?api=1&query=Bea's%20Bistro%20%E7%BE%8E%E5%BC%8F%E9%A4%90%E9%A4%A8&query_place_id=ChIJG65ZZISpQjQR7BMW90XtB14,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,Bea's Bistro 美式餐館,106台灣臺北市大安區錦安里潮州街133號,unknown,yes,unknown,unknown,高
ChIJGUQiXkmvQjQRo59OxREZD-I,士林廚房,11141台灣臺北市士林區中山北路五段470巷8號1樓,https://www.google.com/maps/search/?api=1&query=%E5%A3%AB%E6%9E%97%E5%BB%9A%E6%88%BF&query_place_id=ChIJGUQiXkmvQjQRo59OxREZD-I,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,士林廚房,11141台灣臺北市士林區中山北路五段470巷8號1樓,unknown,yes,unknown,unknown,資訊不足
ChIJG_aE5O2pQjQRu3kBAu_hgcE,Dino Brunch 迪諾早午餐,104台灣臺北市中山區新庄里德惠街95號1樓,https://www.google.com/maps/search/?api=1&query=Dino%20Brunch%20%E8%BF%AA%E8%AB%BE%E6%97%A9%E5%8D%88%E9%A4%90&query_place_id=ChIJG_aE5O2pQjQRu3kBAu_hgcE,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,Dino Brunch 迪諾早午餐,104台灣臺北市中山區新庄里德惠街95號1樓,unknown,yes,unknown,no,高
ChIJGf5EJKOpQjQRAA_YAX12Y0Q,Rest & Roll 糰圓手工披薩,108台灣臺北市萬華區新起里長沙街二段119號1樓,https://www.google.com/maps/search/?api=1&query=Rest%20%26%20Roll%20%E7%B3%B0%E5%9C%93%E6%89%8B%E5%B7%A5%E6%8A%AB%E8%96%A9&query_place_id=ChIJGf5EJKOpQjQRAA_YAX12Y0Q,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,Rest & Roll 糰圓手工披薩,108台灣臺北市萬華區新起里長沙街二段119號1樓,unknown,yes,unknown,unknown,資訊不足
ChIJGyPX2yKpQjQRIT3DHLFGMHY,肉次方 燒肉放題 台北峨眉店,108台灣台北市万??万?里峨眉街37號4樓,https://www.google.com/maps/search/?api=1&query=%E8%82%89%E6%AC%A1%E6%96%B9%20%E7%87%92%E8%82%89%E6%94%BE%E9%A1%8C%20%E5%8F%B0%E5%8C%97%E5%B3%A8%E7%9C%89%E5%BA%97&query_place_id=ChIJGyPX2yKpQjQRIT3DHLFGMHY,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,肉次方 燒肉放題 台北峨眉店,108台灣台北市万??万?里峨眉街37號4樓,unknown,yes,unknown,unknown,中
ChIJHT9SJOivQjQRuSqsS7lwkpY,BOE Cuisine 歐點餐食,111019台灣臺北市士林區天福里忠誠路二段166巷15號1樓,https://www.google.com/maps/search/?api=1&query=BOE%20Cuisine%20%E6%AD%90%E9%BB%9E%E9%A4%90%E9%A3%9F&query_place_id=ChIJHT9SJOivQjQRuSqsS7lwkpY,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,BOE Cuisine 歐點餐食,111019台灣臺北市士林區天福里忠誠路二段166巷15號1樓,unknown,yes,unknown,no,資訊不足
ChIJHZ56gp6uQjQRYaoc4dyx2lM,吉祥小館,111台灣臺北市士林區福志里雨農路31號,https://www.google.com/maps/search/?api=1&query=%E5%90%89%E7%A5%A5%E5%B0%8F%E9%A4%A8&query_place_id=ChIJHZ56gp6uQjQRYaoc4dyx2lM,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,吉祥小館,111台灣臺北市士林區福志里雨農路31號,unknown,yes,unknown,no,高
ChIJHcGMToKpQjQRcWfGfKBrPIE,府岸台菜海鮮城,106台灣臺北市大安區永康里永康街8巷7號,https://www.google.com/maps/search/?api=1&query=%E5%BA%9C%E5%B2%B8%E5%8F%B0%E8%8F%9C%E6%B5%B7%E9%AE%AE%E5%9F%8E&query_place_id=ChIJHcGMToKpQjQRcWfGfKBrPIE,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,府岸台菜海鮮城,106台灣臺北市大安區永康里永康街8巷7號,unknown,yes,unknown,no,高
ChIJHy61KmerQjQR8yhICwzF4lI,Kingmauii 金茂宜咖啡 台北小巨蛋直營店,10595台灣臺北市松山區東勢里南京東路四段75巷14弄1號1樓,https://www.google.com/maps/search/?api=1&query=Kingmauii%20%E9%87%91%E8%8C%82%E5%AE%9C%E5%92%96%E5%95%A1%20%E5%8F%B0%E5%8C%97%E5%B0%8F%E5%B7%A8%E8%9B%8B%E7%9B%B4%E7%87%9F%E5%BA%97&query_place_id=ChIJHy61KmerQjQR8yhICwzF4lI,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,Kingmauii 金茂宜咖啡 台北小巨蛋直營店,10595台灣臺北市松山區東勢里南京東路四段75巷14弄1號1樓,unknown,yes,unknown,no,高
ChIJI-uHec6rQjQRolls8XbSbdY,心潮飯店,110台灣臺北市信義區忠孝東路五段68號2樓,https://www.google.com/maps/search/?api=1&query=%E5%BF%83%E6%BD%AE%E9%A3%AF%E5%BA%97&query_place_id=ChIJI-uHec6rQjQRolls8XbSbdY,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,心潮飯店,110台灣臺北市信義區忠孝東路五段68號2樓,unknown,yes,unknown,unknown,中
ChIJI55cuqesQjQR8VGfK9gNLec,非常泰 - 南港中信店,115台灣臺北市南港區經貿二路186-1號1樓C棟,https://www.google.com/maps/search/?api=1&query=%E9%9D%9E%E5%B8%B8%E6%B3%B0%20-%20%E5%8D%97%E6%B8%AF%E4%B8%AD%E4%BF%A1%E5%BA%97&query_place_id=ChIJI55cuqesQjQR8VGfK9gNLec,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,非常泰 - 南港中信店,115台灣臺北市南港區經貿二路186-1號1樓C棟,unknown,yes,unknown,unknown,資訊不足
ChIJI71_lI2rQjQRrSioo980a-I,樂漢堡美式餐廳 台北大安店,106台灣臺北市大安區德安里大安路一段223號,https://www.google.com/maps/search/?api=1&query=%E6%A8%82%E6%BC%A2%E5%A0%A1%E7%BE%8E%E5%BC%8F%E9%A4%90%E5%BB%B3%20%E5%8F%B0%E5%8C%97%E5%A4%A7%E5%AE%89%E5%BA%97&query_place_id=ChIJI71_lI2rQjQRrSioo980a-I,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,樂漢堡美式餐廳 台北大安店,106台灣臺北市大安區德安里大安路一段223號,unknown,yes,unknown,no,高
ChIJIU2EWtypQjQRjZIwpUbyzJs,Les tables,103台灣臺北市大同區貴德街75-2號1樓,https://www.google.com/maps/search/?api=1&query=Les%20tables&query_place_id=ChIJIU2EWtypQjQRjZIwpUbyzJs,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,Les tables,103台灣臺北市大同區貴德街75-2號1樓,unknown,yes,unknown,unknown,資訊不足
ChIJIWnhi92rQjQRUUH3cKDPucI,蘭花廳(台菜海鮮) - 兄弟大飯店,105台灣臺北市松山區中正里南京東路三段255號2-3樓,https://www.google.com/maps/search/?api=1&query=%E8%98%AD%E8%8A%B1%E5%BB%B3(%E5%8F%B0%E8%8F%9C%E6%B5%B7%E9%AE%AE)%20-%20%E5%85%84%E5%BC%9F%E5%A4%A7%E9%A3%AF%E5%BA%97&query_place_id=ChIJIWnhi92rQjQRUUH3cKDPucI,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,蘭花廳(台菜海鮮) - 兄弟大飯店,105台灣臺北市松山區中正里南京東路三段255號2-3樓,unknown,yes,unknown,unknown,資訊不足
ChIJIZHjiM-rQjQRLqKEax8bZgQ,Cantina del Gio,106台灣臺北市大安區建倫里忠孝東路四段170巷18弄5號,https://www.google.com/maps/search/?api=1&query=Cantina%20del%20Gio&query_place_id=ChIJIZHjiM-rQjQRLqKEax8bZgQ,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,Cantina del Gio,106台灣臺北市大安區建倫里忠孝東路四段170巷18弄5號,unknown,yes,unknown,no,中
ChIJIfRQpWSsQjQRH6lLSQk6r1A,GREEN BUNNY restaurant,114台灣臺北市內湖區港墘里江南街96巷32號,https://www.google.com/maps/search/?api=1&query=GREEN%20BUNNY%20restaurant&query_place_id=ChIJIfRQpWSsQjQRH6lLSQk6r1A,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,GREEN BUNNY restaurant,114台灣臺北市內湖區港墘里江南街96巷32號,unknown,yes,unknown,unknown,資訊不足
ChIJIwQ334qrQjQRSOLTH_2l5EA,恰到好處本舖,116台灣臺北市文山區萬芳里萬安街No. 17號,https://www.google.com/maps/search/?api=1&query=%E6%81%B0%E5%88%B0%E5%A5%BD%E8%99%95%E6%9C%AC%E8%88%96&query_place_id=ChIJIwQ334qrQjQRSOLTH_2l5EA,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,恰到好處本舖,116台灣臺北市文山區萬芳里萬安街No. 17號,unknown,yes,unknown,unknown,資訊不足
ChIJJ13-mEirQjQRp1bsa2PP7JI,舒曼六號餐館 小巨蛋南京店,105台灣臺北市松山區中正里南京東路三段303巷8弄11號,https://www.google.com/maps/search/?api=1&query=%E8%88%92%E6%9B%BC%E5%85%AD%E8%99%9F%E9%A4%90%E9%A4%A8%20%E5%B0%8F%E5%B7%A8%E8%9B%8B%E5%8D%97%E4%BA%AC%E5%BA%97&query_place_id=ChIJJ13-mEirQjQRp1bsa2PP7JI,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,舒曼六號餐館 小巨蛋南京店,105台灣臺北市松山區中正里南京東路三段303巷8弄11號,unknown,yes,unknown,unknown,資訊不足
ChIJJ4zWvACrQjQRfklXErrIHi0,Twozzim韓國燉雞-台北信義店,110台灣臺北市信義區松壽路12號4 樓,https://www.google.com/maps/search/?api=1&query=Twozzim%E9%9F%93%E5%9C%8B%E7%87%89%E9%9B%9E-%E5%8F%B0%E5%8C%97%E4%BF%A1%E7%BE%A9%E5%BA%97&query_place_id=ChIJJ4zWvACrQjQRfklXErrIHi0,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,Twozzim韓國燉雞-台北信義店,110台灣臺北市信義區松壽路12號4 樓,unknown,yes,unknown,unknown,資訊不足
ChIJJ7Mq3qOrQjQRNqK7VSkGFKc,TAMED FOX 信義店,110台灣臺北市信義區安康里松仁路91號B1,https://www.google.com/maps/search/?api=1&query=TAMED%20FOX%20%E4%BF%A1%E7%BE%A9%E5%BA%97&query_place_id=ChIJJ7Mq3qOrQjQRNqK7VSkGFKc,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,TAMED FOX 信義店,110台灣臺北市信義區安康里松仁路91號B1,unknown,yes,unknown,no,高
ChIJJ8lsh1upQjQR8VgYCrKZqKA,WE里手工pizza 日本料理 串燒,104台灣臺北市中山區新生里中原街114號,https://www.google.com/maps/search/?api=1&query=WE%E9%87%8C%E6%89%8B%E5%B7%A5pizza%20%E6%97%A5%E6%9C%AC%E6%96%99%E7%90%86%20%E4%B8%B2%E7%87%92&query_place_id=ChIJJ8lsh1upQjQR8VgYCrKZqKA,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,WE里手工pizza 日本料理 串燒,104台灣臺北市中山區新生里中原街114號,unknown,yes,unknown,no,中
ChIJJ9B5dH6tQjQR3OOyP64Uals,CHALET V,104台灣臺北市中山區成功里植福路8號入口於典華停車場後方木門處,https://www.google.com/maps/search/?api=1&query=CHALET%20V&query_place_id=ChIJJ9B5dH6tQjQR3OOyP64Uals,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,CHALET V,104台灣臺北市中山區成功里植福路8號入口於典華停車場後方木門處,unknown,yes,unknown,unknown,高
ChIJJXnWJ3mrQjQRhAAAseqeQss,JODA CAFE 松山八德店,10563台灣臺北市松山區復盛里八德路四段16號1樓,https://www.google.com/maps/search/?api=1&query=JODA%20CAFE%20%E6%9D%BE%E5%B1%B1%E5%85%AB%E5%BE%B7%E5%BA%97&query_place_id=ChIJJXnWJ3mrQjQRhAAAseqeQss,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,JODA CAFE 松山八德店,10563台灣臺北市松山區復盛里八德路四段16號1樓,unknown,yes,unknown,no,高
ChIJJaEM89GrQjQRqKxidvzyJJ4,曜日.早午餐 餐酒館（寵物友善）,106台灣臺北市大安區車層里仁愛路四段345巷15弄10號1 樓,https://www.google.com/maps/search/?api=1&query=%E6%9B%9C%E6%97%A5.%E6%97%A9%E5%8D%88%E9%A4%90%20%E9%A4%90%E9%85%92%E9%A4%A8%EF%BC%88%E5%AF%B5%E7%89%A9%E5%8F%8B%E5%96%84%EF%BC%89&query_place_id=ChIJJaEM89GrQjQRqKxidvzyJJ4,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,曜日.早午餐 餐酒館（寵物友善）,106台灣臺北市大安區車層里仁愛路四段345巷15弄10號1 樓,unknown,yes,unknown,unknown,中
ChIJJcSnH3qrQjQRkILCobXDncE,memo caf?,104台灣臺北市中山區江寧里合江街182號,https://www.google.com/maps/search/?api=1&query=memo%20caf%C3%A9&query_place_id=ChIJJcSnH3qrQjQRkILCobXDncE,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,memo caf?,104台灣臺北市中山區江寧里合江街182號,unknown,yes,unknown,no,高
ChIJK5AMz1mrQjQRmrhEjMzK9dU,帝王食補 世貿店,115台灣臺北市南港區新富里忠孝東路七段633號,https://www.google.com/maps/search/?api=1&query=%E5%B8%9D%E7%8E%8B%E9%A3%9F%E8%A3%9C%20%E4%B8%96%E8%B2%BF%E5%BA%97&query_place_id=ChIJK5AMz1mrQjQRmrhEjMzK9dU,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,帝王食補 世貿店,115台灣臺北市南港區新富里忠孝東路七段633號,unknown,yes,unknown,unknown,資訊不足
ChIJKTMk-LurQjQRj34Hcv02Muw,Range Bistrokaya,110台灣臺北市信義區忠孝東路五段71巷25號,https://www.google.com/maps/search/?api=1&query=Range%20Bistrokaya&query_place_id=ChIJKTMk-LurQjQRj34Hcv02Muw,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,Range Bistrokaya,110台灣臺北市信義區忠孝東路五段71巷25號,unknown,yes,unknown,unknown,資訊不足
ChIJKX8_B98BaDQRNv-wGZXLk7U,德意事歐式美食屋,116台灣臺北市文山區木新路三段97號,https://www.google.com/maps/search/?api=1&query=%E5%BE%B7%E6%84%8F%E4%BA%8B%E6%AD%90%E5%BC%8F%E7%BE%8E%E9%A3%9F%E5%B1%8B&query_place_id=ChIJKX8_B98BaDQRNv-wGZXLk7U,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,德意事歐式美食屋,116台灣臺北市文山區木新路三段97號,unknown,yes,unknown,unknown,資訊不足
ChIJKd9VP5qpQjQRPK6005T5tXM,U & me 找咖,100台灣臺北市中正區南福里羅斯福路二段66巷8號1樓,https://www.google.com/maps/search/?api=1&query=U%20%26%20me%20%E6%89%BE%E5%92%96&query_place_id=ChIJKd9VP5qpQjQRPK6005T5tXM,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,U & me 找咖,100台灣臺北市中正區南福里羅斯福路二段66巷8號1樓,unknown,yes,unknown,unknown,中
ChIJKeGCQ0qpQjQRZejvSTWWybg,食朝 早午餐,104台灣臺北市中山區松江路132巷22-2號,https://www.google.com/maps/search/?api=1&query=%E9%A3%9F%E6%9C%9D%20%E6%97%A9%E5%8D%88%E9%A4%90&query_place_id=ChIJKeGCQ0qpQjQRZejvSTWWybg,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,食朝 早午餐,104台灣臺北市中山區松江路132巷22-2號,unknown,yes,unknown,unknown,高
ChIJKw3OkqOrQjQRiJLiazReoNI,蕨食堂,110台灣臺北市信義區廣居里虎林街132巷45號,https://www.google.com/maps/search/?api=1&query=%E8%95%A8%E9%A3%9F%E5%A0%82&query_place_id=ChIJKw3OkqOrQjQRiJLiazReoNI,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,蕨食堂,110台灣臺北市信義區廣居里虎林街132巷45號,unknown,yes,unknown,no,高
ChIJKzW4LpeuQjQRtUJWIWWMOKI,Miacucina 天母,111台灣臺北市士林區德行里德行西路48號,https://www.google.com/maps/search/?api=1&query=Miacucina%20%E5%A4%A9%E6%AF%8D&query_place_id=ChIJKzW4LpeuQjQRtUJWIWWMOKI,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,Miacucina 天母,111台灣臺北市士林區德行里德行西路48號,unknown,yes,unknown,no,高
ChIJKzfU3sSrQjQRCzAF0PADjQE,吐司利亞三號-敦南店,106台灣臺北市大安區建安里敦化南路一段169巷3號,https://www.google.com/maps/search/?api=1&query=%E5%90%90%E5%8F%B8%E5%88%A9%E4%BA%9E%E4%B8%89%E8%99%9F-%E6%95%A6%E5%8D%97%E5%BA%97&query_place_id=ChIJKzfU3sSrQjQRCzAF0PADjQE,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,吐司利亞三號-敦南店,106台灣臺北市大安區建安里敦化南路一段169巷3號,unknown,yes,unknown,unknown,資訊不足
ChIJL1eKp42tQjQRGJUTlorzFIk,布納咖啡館 內湖館,114台灣臺北市內湖區民權東路六段137號,https://www.google.com/maps/search/?api=1&query=%E5%B8%83%E7%B4%8D%E5%92%96%E5%95%A1%E9%A4%A8%20%E5%85%A7%E6%B9%96%E9%A4%A8&query_place_id=ChIJL1eKp42tQjQRGJUTlorzFIk,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,布納咖啡館 內湖館,114台灣臺北市內湖區民權東路六段137號,unknown,yes,unknown,unknown,中
ChIJL25qhuqsQjQR7JV6vxpbgok,饗趣31義式景觀餐廳,114台灣臺北市內湖區秀湖里成功路五段31號,https://www.google.com/maps/search/?api=1&query=%E9%A5%97%E8%B6%A331%E7%BE%A9%E5%BC%8F%E6%99%AF%E8%A7%80%E9%A4%90%E5%BB%B3&query_place_id=ChIJL25qhuqsQjQR7JV6vxpbgok,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,饗趣31義式景觀餐廳,114台灣臺北市內湖區秀湖里成功路五段31號,unknown,yes,unknown,unknown,高
ChIJL3zx0rgBaDQRdw7IJgZql9g,寶杏堂 手切滷肉飯 溫補羊肉湯,116台灣臺北市文山區木新路三段179號,https://www.google.com/maps/search/?api=1&query=%E5%AF%B6%E6%9D%8F%E5%A0%82%20%E6%89%8B%E5%88%87%E6%BB%B7%E8%82%89%E9%A3%AF%20%E6%BA%AB%E8%A3%9C%E7%BE%8A%E8%82%89%E6%B9%AF&query_place_id=ChIJL3zx0rgBaDQRdw7IJgZql9g,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,寶杏堂 手切滷肉飯 溫補羊肉湯,116台灣臺北市文山區木新路三段179號,unknown,yes,unknown,unknown,資訊不足
ChIJL6olmHSrQjQRLQ7itONyGgs,樂軒松阪亭,110台灣臺北市信義區松高路19號6樓,https://www.google.com/maps/search/?api=1&query=%E6%A8%82%E8%BB%92%E6%9D%BE%E9%98%AA%E4%BA%AD&query_place_id=ChIJL6olmHSrQjQRLQ7itONyGgs,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,樂軒松阪亭,110台灣臺北市信義區松高路19號6樓,unknown,yes,unknown,unknown,中
ChIJLU4r6jurQjQRrr44krDtxuY,齊客咖啡 The Gathering Cafe,105台灣臺北市松山區健康路8巷5號1樓,https://www.google.com/maps/search/?api=1&query=%E9%BD%8A%E5%AE%A2%E5%92%96%E5%95%A1%20The%20Gathering%20Cafe&query_place_id=ChIJLU4r6jurQjQRrr44krDtxuY,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,齊客咖啡 The Gathering Cafe,105台灣臺北市松山區健康路8巷5號1樓,unknown,yes,unknown,unknown,資訊不足
ChIJLU89EYKpQjQRoPkxb7kg0Aw,吐司利亞 永康店,106台灣臺北市大安區信義路二段200號,https://www.google.com/maps/search/?api=1&query=%E5%90%90%E5%8F%B8%E5%88%A9%E4%BA%9E%20%E6%B0%B8%E5%BA%B7%E5%BA%97&query_place_id=ChIJLU89EYKpQjQRoPkxb7kg0Aw,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,吐司利亞 永康店,106台灣臺北市大安區信義路二段200號,unknown,yes,unknown,unknown,資訊不足
ChIJLWGqc46rQjQRaHFMoW8TTZY,大師廚館,105台灣臺北市松山區民生東路五段258號,https://www.google.com/maps/search/?api=1&query=%E5%A4%A7%E5%B8%AB%E5%BB%9A%E9%A4%A8&query_place_id=ChIJLWGqc46rQjQRaHFMoW8TTZY,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,大師廚館,105台灣臺北市松山區民生東路五段258號,unknown,yes,unknown,unknown,資訊不足
ChIJLa98GXKtQjQRxQ58Wwem0NI,Pastaio 內湖,114台灣臺北市內湖區瑞光路584號,https://www.google.com/maps/search/?api=1&query=Pastaio%20%E5%85%A7%E6%B9%96&query_place_id=ChIJLa98GXKtQjQRxQ58Wwem0NI,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,Pastaio 內湖,114台灣臺北市內湖區瑞光路584號,unknown,yes,unknown,unknown,中
ChIJM3P2ruCpQjQREtSGnl9tftI,秘徑小食光,106台灣臺北市大安區羅斯福路三段283巷3號,https://www.google.com/maps/search/?api=1&query=%E7%A7%98%E5%BE%91%E5%B0%8F%E9%A3%9F%E5%85%89&query_place_id=ChIJM3P2ruCpQjQREtSGnl9tftI,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,秘徑小食光,106台灣臺北市大安區羅斯福路三段283巷3號,unknown,yes,unknown,no,中
ChIJMUqmM3OpQjQRTKkB0Ue1hHA,翡冷翠義式餐廳,100台灣臺北市中正區漢口街一段15號1樓,https://www.google.com/maps/search/?api=1&query=%E7%BF%A1%E5%86%B7%E7%BF%A0%E7%BE%A9%E5%BC%8F%E9%A4%90%E5%BB%B3&query_place_id=ChIJMUqmM3OpQjQRTKkB0Ue1hHA,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,翡冷翠義式餐廳,100台灣臺北市中正區漢口街一段15號1樓,unknown,yes,unknown,unknown,中
