place_id,name,address,cuisine,parent_friendly_level,google_maps_url,phone,website_url,reservation_url
ChIJ97_CUYKpQjQRoiw8x6BqopA,豐盛食堂,106台灣臺北市大安區永康里麗水街1之3號,中式料理,高,https://www.google.com/maps/search/?api=1&query=%E8%B1%90%E7%9B%9B%E9%A3%9F%E5%A0%82&query_place_id=ChIJ97_CUYKpQjQRoiw8x6BqopA,,,
ChIJK6DAeVCuQjQRaf0HHeCGHfc,轉角小市場,112台灣臺北市北投區長安里光明路148-1號,複合式料理,高,https://www.google.com/maps/search/?api=1&query=%E8%BD%89%E8%A7%92%E5%B0%8F%E5%B8%82%E5%A0%B4&query_place_id=ChIJK6DAeVCuQjQRaf0HHeCGHfc,,,
ChIJzTVNXFKrQjQRQwfTbuPs03w,轉角阿伯早餐店,116台灣臺北市文山區興得里興隆路三段36巷17弄1號,早午餐,高,https://www.google.com/maps/search/?api=1&query=%E8%BD%89%E8%A7%92%E9%98%BF%E4%BC%AF%E6%97%A9%E9%A4%90%E5%BA%97&query_place_id=ChIJzTVNXFKrQjQRQwfTbuPs03w,,,
ChIJKcS7n-6tQjQRbJt52ZpsE9A,轉角貓,114台灣臺北市內湖區紫星里成功路三段187巷3弄2號,複合式料理,高,https://www.google.com/maps/search/?api=1&query=%E8%BD%89%E8%A7%92%E8%B2%93&query_place_id=ChIJKcS7n-6tQjQRbJt52ZpsE9A,,,
ChIJzeidCZWrQjQRy9APT4x8Fb4,醬吃Brunch,104台灣臺北市中山區力行里朱崙街77號,早午餐,高,https://www.google.com/maps/search/?api=1&query=%E9%86%AC%E5%90%83Brunch&query_place_id=ChIJzeidCZWrQjQRy9APT4x8Fb4,,,
ChIJtdMuivSuQjQR3DBRxR2paUw,醬弄食居,112台灣臺北市北投區關渡里知行路293巷9弄25號,日式料理,高,https://www.google.com/maps/search/?api=1&query=%E9%86%AC%E5%BC%84%E9%A3%9F%E5%B1%85&query_place_id=ChIJtdMuivSuQjQR3DBRxR2paUw,,,
ChIJgbsfD3GpQjQR7z5ZO22KdVQ,雙月食品社 青島店,100台灣臺北市中正區青島東路6之2號,中式料理,高,https://www.google.com/maps/search/?api=1&query=%E9%9B%99%E6%9C%88%E9%A3%9F%E5%93%81%E7%A4%BE%20%E9%9D%92%E5%B3%B6%E5%BA%97&query_place_id=ChIJgbsfD3GpQjQR7z5ZO22KdVQ,,,
ChIJu98loqipQjQRF3IXpB6aGI8,雙月食品社 濟南店,100台灣臺北市中正區濟南路一段7號1樓,中式料理,高,https://www.google.com/maps/search/?api=1&query=%E9%9B%99%E6%9C%88%E9%A3%9F%E5%93%81%E7%A4%BE%20%E6%BF%9F%E5%8D%97%E5%BA%97&query_place_id=ChIJu98loqipQjQRF3IXpB6aGI8,,,
ChIJXSmvd0WvQjQR2Fnf2iVqdig,雙喵星球蔬食日常,111台灣臺北市士林區舊佳里美德街104號,蔬食料理,高,https://www.google.com/maps/search/?api=1&query=%E9%9B%99%E5%96%B5%E6%98%9F%E7%90%83%E8%94%AC%E9%A3%9F%E6%97%A5%E5%B8%B8&query_place_id=ChIJXSmvd0WvQjQR2Fnf2iVqdig,,,
ChIJU09lSJqpQjQR0DsiKqtRtGY,雙囍家常料理,100台灣臺北市中正區南福里羅斯福路二段48巷2號,中式料理,高,https://www.google.com/maps/search/?api=1&query=%E9%9B%99%E5%9B%8D%E5%AE%B6%E5%B8%B8%E6%96%99%E7%90%86&query_place_id=ChIJU09lSJqpQjQR0DsiKqtRtGY,,,
